"country","year","quarter","vessel_length_category","fishing_technique","gear_type","target_assemblage","mesh_size_range","metier","metier7","supra_region","sub_region","eez_indicator","geo_indicator","specon_tech","deep","total_days_at sea","total_fishing_days","total_kw_days at sea","total_gt_days at sea","total_kw_fishing days","total_gt_fishing days","hours_at_sea","kw_hours_at sea","gt_hours_at sea","confidential"
"Sweden",2017,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"62","62","6483","290","6483","290",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","1","70","22","35","11",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"18","18","1943","88","1943","88",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"172","172","18968","1063","18968","1063",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","DTS","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","270","23","270","23",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"38","38","2638","232","2638","232",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","FPO","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","396","72","396","72",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","457","53","457","53",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","1070","40","1070","40",NA,NA,NA,"N"
"Sweden",2017,3,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","13","707","88","707","88",NA,NA,NA,"N"
"Sweden",2017,3,"VL1218","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","175","26","175","26",NA,NA,NA,"N"
"Sweden",2017,3,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","4","4476","2112","2984","1408",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","162","0","162","0",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","GNS","FWS","110D157","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","44","1","44","1",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"180","180","5278","191","5278","191",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"22","22","1118","22","1118","22",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"48","48","1042","71","1042","71",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"50","50","1310","37","1310","37",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","468","14","468","14",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","7","154","0","154","0",NA,NA,NA,"N"
"Sweden",2017,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"80","80","2720","94","2720","94",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","8","3855","180","2056","96",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","17","1638","74","1638","74",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","1265","46","1265","46",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"84","84","9792","664","9792","664",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","3052","144","3052","144",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"20","20","1000","140","1000","140",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","300","42","300","42",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","MGP","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","486","24","486","24",NA,NA,NA,"N"
"Sweden",2017,4,"VL0812","MGP","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","486","24","486","24",NA,NA,NA,"N"
"Sweden",2017,4,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"24","14","9840","2544","5740","1484",NA,NA,NA,"N"
"Sweden",2017,4,"VL2440","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"21","13","15435","5712","9555","3536",NA,NA,NA,"N"
"Sweden",2017,4,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"19","14","38570","14516","28420","10696",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"27","27","486","0","486","0",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","36","0","36","0",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","36","0","36","0",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","77","0","77","0",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","77","0","77","0",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"32","32","640","32","640","32",NA,NA,NA,"N"
"Sweden",2018,1,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","7","140","7","140","7",NA,NA,NA,"N"
"Sweden",2018,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","123","14","123","14",NA,NA,NA,"N"
"Sweden",2018,1,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"38","33","15580","4028","13530","3498",NA,NA,NA,"N"
"Sweden",2018,1,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"133","107","97818","38381","78698","30959",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"159","159","5338","148","5338","148",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","99","0","99","0",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","121","3","121","3",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","88","2","88","2",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"396","396","11668","337","11668","337",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"60","60","2532","58","2532","58",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"60","60","1766","95","1766","95",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"214","214","6378","156","6378","156",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"317","317","11378","293","11378","293",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"92","92","3066","85","3066","85",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","74","2","74","2",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"28","28","881","13","881","13",NA,NA,NA,"N"
"Sweden",2018,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","80","4","80","4",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"16","16","1695","65","1695","65",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"22","22","2400","110","2400","110",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"61","61","6222","272","6222","272",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","214","8","214","8",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","31","3250","155","3250","155",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"304","301","41311","2417","40800","2393",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"16","16","4176","208","4176","208",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"16","16","775","108","775","108",NA,NA,NA,"N"
"Sweden",2018,2,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","625","88","625","88",NA,NA,NA,"N"
"Sweden",2018,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"111","100","29185","2430","26865","2223",NA,NA,NA,"N"
"Sweden",2018,2,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","8","4470","675","2384","360",NA,NA,NA,"N"
"Sweden",2018,2,"VL1218","DTS","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"32","32","9408","1008","9408","1008",NA,NA,NA,"N"
"Sweden",2018,2,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"53","47","21730","5618","19270","4982",NA,NA,NA,"N"
"Sweden",2018,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"87","73","63994","25379","53697","21326",NA,NA,NA,"N"
"Sweden",2018,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"37","34","76245","22462","68340","20134",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"119","119","3763","129","3763","129",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"36","36","1179","10","1179","10",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","44","1","44","1",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","7","154","7","154","7",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"595","595","18350","541","18350","541",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"70","70","2477","66","2477","66",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"68","68","2006","110","2006","110",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"173","173","5036","129","5036","129",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"320","320","11398","310","11398","310",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"218","218","7308","148","7308","148",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"11","11","198","11","198","11",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","FPO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","37","1","37","1",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"34","34","1238","16","1238","16",NA,NA,NA,"N"
"Sweden",2018,3,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"18","18","666","18","666","18",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","1569","59","1569","59",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"26","26","2694","126","2694","126",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","1","514","24","257","12",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"83","83","8479","376","8479","376",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","3","176","36","141","25",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"21","21","2310","105","2310","105",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"156","156","17442","1027","17442","1027",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","DFN","SB","FIF","32D90","SB_FIF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","246","28","246","28",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","450","63","450","63",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","FPO","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","528","96","528","96",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","225","32","225","32",NA,NA,NA,"N"
"Sweden",2018,3,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","425","60","425","60",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","17","306","0","306","0",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"188","188","5214","163","5214","163",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"20","20","808","20","808","20",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"44","44","926","63","926","63",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"69","69","1918","53","1918","53",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"39","39","1596","39","1596","39",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"98","98","3392","108","3392","108",NA,NA,NA,"N"
"Sweden",2018,4,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","204","0","204","0",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","4","2056","96","1028","48",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"36","36","3462","172","3462","172",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","965","48","965","48",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"115","115","12354","832","12354","832",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","3132","156","3132","156",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DFN","SB","FIF","32D90","SB_FIF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","123","14","123","14",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","486","24","486","24",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","DTS","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","324","16","324","16",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","175","24","175","24",NA,NA,NA,"N"
"Sweden",2018,4,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","525","74","525","74",NA,NA,NA,"N"
"Sweden",2018,4,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"67","50","27470","7102","20500","5300",NA,NA,NA,"N"
"Sweden",2018,4,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"94","73","69139","27283","53696","21291",NA,NA,NA,"N"
"Sweden",2018,4,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","8","38987","20384","23992","12544",NA,NA,NA,"N"
"Sweden",2019,1,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"25","25","450","0","450","0",NA,NA,NA,"N"
"Sweden",2019,1,"VL0008","DFN","GNS","FWS","16D32","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","54","0","54","0",NA,NA,NA,"N"
"Sweden",2019,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","294","6","294","6",NA,NA,NA,"N"
"Sweden",2019,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","13","1279","150","1279","150",NA,NA,NA,"N"
"Sweden",2019,1,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"32","24","13120","3392","9840","2544",NA,NA,NA,"N"
"Sweden",2019,1,"VL2440","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"57","38","41895","15504","27930","10336",NA,NA,NA,"N"
"Sweden",2019,1,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"106","83","78484","35854","61413","27781",NA,NA,NA,"N"
"Sweden",2019,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"23","17","46920","13823","34680","10217",NA,NA,NA,"N"
"Sweden",2019,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"188","188","7243","181","7243","181",NA,NA,NA,"N"
"Sweden",2019,2,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"26","26","816","20","816","20",NA,NA,NA,"N"
"Sweden",2019,2,"VL0008","DFN","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","44","1","44","1",NA,NA,NA,"N"
"Sweden",2019,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"410","410","12684","370","12684","370",NA,NA,NA,"N"
